Name,ChrNr,Resolution,n,WN,WS,binNrStart,binNrEnd,START,END,S
G401_BR1,14,40000,316.0,949,2,342,657,13640000,26280000,3.397819696703279
G401_BR1,14,40000,316.0,949,2,344,659,13720000,26360000,3.3967499332974604
G401_BR1,14,40000,316.0,949,2,346,661,13800000,26440000,3.392900386422343
G401_BR1,14,40000,316.0,949,2,348,663,13880000,26520000,3.3866488256530616
G401_BR1,14,40000,316.0,949,2,350,665,13960000,26600000,3.379672318748108
G401_BR1,14,40000,316.0,949,2,352,667,14040000,26680000,3.3679937553278907
G401_BR1,14,40000,316.0,949,2,354,669,14120000,26760000,3.35743188831632
G401_BR1,14,40000,316.0,949,2,356,671,14200000,26840000,3.3489233859126597
G401_BR1,14,40000,316.0,949,2,358,673,14280000,26920000,3.3354222448015935
G401_BR1,14,40000,316.0,949,2,360,675,14360000,27000000,3.3309063657299505
G401_BR1,14,40000,316.0,949,2,362,677,14440000,27080000,3.3152900811849713
G401_BR1,14,40000,316.0,949,2,364,679,14520000,27160000,3.3064185224092677
G401_BR1,14,40000,316.0,949,2,366,681,14600000,27240000,3.3022991141626448
G401_BR1,14,40000,316.0,949,2,368,683,14680000,27320000,3.299270062864227
G401_BR1,14,40000,316.0,949,2,370,685,14760000,27400000,3.297423017883519
G401_BR1,14,40000,316.0,949,2,372,687,14840000,27480000,3.29661269018616
G401_BR1,14,40000,316.0,949,2,374,689,14920000,27560000,3.2977375363858035
G401_BR1,14,40000,316.0,949,2,376,691,15000000,27640000,3.2978584497756476
G401_BR1,14,40000,316.0,949,2,378,693,15080000,27720000,3.291603166193155
G401_BR1,14,40000,316.0,949,2,380,695,15160000,27800000,3.289306105404214
G401_BR1,14,40000,316.0,949,2,382,697,15240000,27880000,3.285495911215721
G401_BR1,14,40000,316.0,949,2,384,699,15320000,27960000,3.2767605344229063
G401_BR1,14,40000,316.0,949,2,386,701,15400000,28040000,3.280254746787409
G401_BR1,14,40000,316.0,949,2,388,703,15480000,28120000,3.278337621490367
G401_BR1,14,40000,316.0,949,2,390,705,15560000,28200000,3.279501651739864
G401_BR1,14,40000,316.0,949,2,392,707,15640000,28280000,3.27964966498714
G401_BR1,14,40000,316.0,949,2,394,709,15720000,28360000,3.274850109339684
G401_BR1,14,40000,316.0,949,2,396,711,15800000,28440000,3.2694116538513924
G401_BR1,14,40000,316.0,949,2,398,713,15880000,28520000,3.269420508497644
G401_BR1,14,40000,316.0,949,2,400,715,15960000,28600000,3.2718931697632936
G401_BR1,14,40000,316.0,949,2,402,717,16040000,28680000,3.2710561792368686
G401_BR1,14,40000,316.0,949,2,404,719,16120000,28760000,3.2670347627572744
G401_BR1,14,40000,316.0,949,2,406,721,16200000,28840000,3.2561451387769225
G401_BR1,14,40000,316.0,949,2,408,723,16280000,28920000,3.2557335534745184
G401_BR1,14,40000,316.0,949,2,410,725,16360000,29000000,3.268358679694786
G401_BR1,14,40000,316.0,949,2,412,727,16440000,29080000,3.279002870821115
G401_BR1,14,40000,316.0,949,2,414,729,16520000,29160000,3.2900816255618834
G401_BR1,14,40000,316.0,949,2,416,731,16600000,29240000,3.3056944235631454
G401_BR1,14,40000,316.0,949,2,418,733,16680000,29320000,3.3165780045965847
G401_BR1,14,40000,316.0,949,2,420,735,16760000,29400000,3.327494197708198
G401_BR1,14,40000,316.0,949,2,422,737,16840000,29480000,3.3366321946849804
G401_BR1,14,40000,316.0,949,2,424,739,16920000,29560000,3.3464143283643626
G401_BR1,14,40000,316.0,949,2,426,741,17000000,29640000,3.356518053674963
G401_BR1,14,40000,316.0,949,2,428,743,17080000,29720000,3.365415124634816
G401_BR1,14,40000,316.0,949,2,430,745,17160000,29800000,3.37083401731747
G401_BR1,14,40000,316.0,949,2,432,747,17240000,29880000,3.3793895512589027
G401_BR1,14,40000,316.0,949,2,434,749,17320000,29960000,3.386272919827237
G401_BR1,14,40000,316.0,949,2,436,751,17400000,30040000,3.393846315059671
G401_BR1,14,40000,316.0,949,2,438,753,17480000,30120000,3.3976705406804664
G401_BR1,14,40000,316.0,949,2,440,755,17560000,30200000,3.3969902101715728
G401_BR1,14,40000,316.0,949,2,442,757,17640000,30280000,3.398748365001507
G401_BR1,14,40000,316.0,949,2,444,759,17720000,30360000,3.395965507337594
G401_BR1,14,40000,316.0,949,2,446,761,17800000,30440000,3.3995464057687643
G401_BR1,14,40000,316.0,949,2,448,763,17880000,30520000,3.40389700658359
G401_BR1,14,40000,316.0,949,2,450,765,17960000,30600000,3.4012943300597183
G401_BR1,14,40000,316.0,949,2,452,767,18040000,30680000,3.3986129923484816
G401_BR1,14,40000,316.0,949,2,454,769,18120000,30760000,3.3957112892314627
G401_BR1,14,40000,316.0,949,2,456,771,18200000,30840000,3.391210491941704
G401_BR1,14,40000,316.0,949,2,458,773,18280000,30920000,3.3884573245263603
G401_BR1,14,40000,316.0,949,2,460,775,18360000,31000000,3.384727632076581
G401_BR1,14,40000,316.0,949,2,462,777,18440000,31080000,3.386662320944669
G401_BR1,14,40000,316.0,949,2,464,779,18520000,31160000,3.385002365583115
G401_BR1,14,40000,316.0,949,2,466,781,18600000,31240000,3.389582119197752
G401_BR1,14,40000,316.0,949,2,468,783,18680000,31320000,3.394966831394171
G401_BR1,14,40000,316.0,949,2,470,785,18760000,31400000,3.402304742294093
G401_BR1,14,40000,316.0,949,2,472,787,18840000,31480000,3.4073741861377638
G401_BR1,14,40000,316.0,949,2,474,789,18920000,31560000,3.415040347977522
G401_BR1,14,40000,316.0,949,2,476,791,19000000,31640000,3.4209942291283504
G401_BR1,14,40000,316.0,949,2,478,793,19080000,31720000,3.431751606706902
G401_BR1,14,40000,316.0,949,2,480,795,19160000,31800000,3.4402946779307912
G401_BR1,14,40000,316.0,949,2,482,797,19240000,31880000,3.4481977862613955
G401_BR1,14,40000,316.0,949,2,484,799,19320000,31960000,3.45324504077717
G401_BR1,14,40000,316.0,949,2,486,801,19400000,32040000,3.4555340897612723
G401_BR1,14,40000,316.0,949,2,488,803,19480000,32120000,3.4607721548816612
G401_BR1,14,40000,316.0,949,2,490,805,19560000,32200000,3.4618605179779687
G401_BR1,14,40000,316.0,949,2,492,807,19640000,32280000,3.4627717920036836
G401_BR1,14,40000,316.0,949,2,494,809,19720000,32360000,3.4592799700592374
G401_BR1,14,40000,316.0,949,2,496,811,19800000,32440000,3.4564293764125846
G401_BR1,14,40000,316.0,949,2,498,813,19880000,32520000,3.457368650021034
G401_BR1,14,40000,316.0,949,2,500,815,19960000,32600000,3.4612035663492042
G401_BR1,14,40000,316.0,949,2,502,817,20040000,32680000,3.467658889684901
G401_BR1,14,40000,316.0,949,2,504,819,20120000,32760000,3.47230395467658
G401_BR1,14,40000,316.0,949,2,506,821,20200000,32840000,3.4744943191237674
G401_BR1,14,40000,316.0,949,2,508,823,20280000,32920000,3.475995656367844
G401_BR1,14,40000,316.0,949,2,510,825,20360000,33000000,3.4752129944963475
G401_BR1,14,40000,316.0,949,2,512,827,20440000,33080000,3.4759215016032803
G401_BR1,14,40000,316.0,949,2,514,829,20520000,33160000,3.474080392254001
G401_BR1,14,40000,316.0,949,2,516,831,20600000,33240000,3.4743363224796378
G401_BR1,14,40000,316.0,949,2,518,833,20680000,33320000,3.48036379919442
G401_BR1,14,40000,316.0,949,2,520,835,20760000,33400000,3.488700834371967
G401_BR1,14,40000,316.0,949,2,522,837,20840000,33480000,3.493515765151627
G401_BR1,14,40000,316.0,949,2,524,839,20920000,33560000,3.500625627632951
G401_BR1,14,40000,316.0,949,2,526,841,21000000,33640000,3.5105084077241226
G401_BR1,14,40000,316.0,949,2,528,843,21080000,33720000,3.520388234202594
G401_BR1,14,40000,316.0,949,2,530,845,21160000,33800000,3.5283638643230804
G401_BR1,14,40000,316.0,949,2,532,847,21240000,33880000,3.5337503407320057
G401_BR1,14,40000,316.0,949,2,534,849,21320000,33960000,3.541928043511934
G401_BR1,14,40000,316.0,949,2,536,851,21400000,34040000,3.5425640820309017
G401_BR1,14,40000,316.0,949,2,538,853,21480000,34120000,3.5365499305748007
G401_BR1,14,40000,316.0,949,2,540,855,21560000,34200000,3.5292461240759194
G401_BR1,14,40000,316.0,949,2,542,857,21640000,34280000,3.5213200928381965
G401_BR1,14,40000,316.0,949,2,544,859,21720000,34360000,3.515631823081874
G401_BR1,14,40000,316.0,949,2,546,861,21800000,34440000,3.51057302139613
G401_BR1,14,40000,316.0,949,2,548,863,21880000,34520000,3.5039237956676197
G401_BR1,14,40000,316.0,949,2,550,865,21960000,34600000,3.4963014817808324
G401_BR1,14,40000,316.0,949,2,552,867,22040000,34680000,3.4883024408766494
G401_BR1,14,40000,316.0,949,2,554,869,22120000,34760000,3.4794661040510717
G401_BR1,14,40000,316.0,949,2,556,871,22200000,34840000,3.471444064889635
G401_BR1,14,40000,316.0,949,2,558,873,22280000,34920000,3.469177408493034
G401_BR1,14,40000,316.0,949,2,560,875,22360000,35000000,3.462795275220114
G401_BR1,14,40000,316.0,949,2,562,877,22440000,35080000,3.458341951627027
G401_BR1,14,40000,316.0,949,2,564,879,22520000,35160000,3.4551149616384493
G401_BR1,14,40000,316.0,949,2,566,881,22600000,35240000,3.4477337250702496
G401_BR1,14,40000,316.0,949,2,568,883,22680000,35320000,3.436777011608566
G401_BR1,14,40000,316.0,949,2,570,885,22760000,35400000,3.4365114419583285
G401_BR1,14,40000,316.0,949,2,572,887,22840000,35480000,3.431647641244733
G401_BR1,14,40000,316.0,949,2,574,889,22920000,35560000,3.4245287429391857
G401_BR1,14,40000,316.0,949,2,576,891,23000000,35640000,3.4141343093676606
G401_BR1,14,40000,316.0,949,2,578,893,23080000,35720000,3.403255663073147
G401_BR1,14,40000,316.0,949,2,580,895,23160000,35800000,3.3904869810573213
G401_BR1,14,40000,316.0,949,2,582,897,23240000,35880000,3.375126531580071
G401_BR1,14,40000,316.0,949,2,584,899,23320000,35960000,3.360150422891026
G401_BR1,14,40000,316.0,949,2,586,901,23400000,36040000,3.346606811259007
G401_BR1,14,40000,316.0,949,2,588,903,23480000,36120000,3.3378048743307267
G401_BR1,14,40000,316.0,949,2,590,905,23560000,36200000,3.331695656577677
G401_BR1,14,40000,316.0,949,2,592,907,23640000,36280000,3.3240128853573485
G401_BR1,14,40000,316.0,949,2,594,909,23720000,36360000,3.3245382355479602
G401_BR1,14,40000,316.0,949,2,596,911,23800000,36440000,3.322367927919513
G401_BR1,14,40000,316.0,949,2,598,913,23880000,36520000,3.317315684978398
G401_BR1,14,40000,316.0,949,2,600,915,23960000,36600000,3.3121750981168727
G401_BR1,14,40000,316.0,949,2,602,917,24040000,36680000,3.3088443248696424
G401_BR1,14,40000,316.0,949,2,604,919,24120000,36760000,3.301077039361455
G401_BR1,14,40000,316.0,949,2,606,921,24200000,36840000,3.293118546492193
G401_BR1,14,40000,316.0,949,2,608,923,24280000,36920000,3.2897340842878564
G401_BR1,14,40000,316.0,949,2,610,925,24360000,37000000,3.280658598103712
G401_BR1,14,40000,316.0,949,2,612,927,24440000,37080000,3.2732916799227096
G401_BR1,14,40000,316.0,949,2,614,929,24520000,37160000,3.258879673638607
G401_BR1,14,40000,316.0,949,2,616,931,24600000,37240000,3.248616375383436
G401_BR1,14,40000,316.0,949,2,618,933,24680000,37320000,3.2377631507694242
G401_BR1,14,40000,316.0,949,2,620,935,24760000,37400000,3.2223580438479784
G401_BR1,14,40000,316.0,949,2,622,937,24840000,37480000,3.216579426643013
G401_BR1,14,40000,316.0,949,2,624,939,24920000,37560000,3.209617936322444
G401_BR1,14,40000,316.0,949,2,626,941,25000000,37640000,3.199516183543662
G401_BR1,14,40000,316.0,949,2,628,943,25080000,37720000,3.1925198643579042
G401_BR1,14,40000,316.0,949,2,630,945,25160000,37800000,3.181121657500436
G401_BR1,14,40000,316.0,949,2,632,947,25240000,37880000,3.1648033769029955
G401_BR1,14,40000,316.0,949,2,634,949,25320000,37960000,3.1533292421702317
G401_BR1,14,40000,316.0,949,2,636,951,25400000,38040000,3.1417405507308134
G401_BR1,14,40000,316.0,949,2,638,953,25480000,38120000,3.133990198828499
G401_BR1,14,40000,316.0,949,2,640,955,25560000,38200000,3.1197354623346794
G401_BR1,14,40000,316.0,949,2,642,957,25640000,38280000,3.1106463379068634
G401_BR1,14,40000,316.0,949,2,644,959,25720000,38360000,3.097091128807534
G401_BR1,14,40000,316.0,949,2,646,961,25800000,38440000,3.0825186577226185
G401_BR1,14,40000,316.0,949,2,648,963,25880000,38520000,3.0720093609409296
G401_BR1,14,40000,316.0,949,2,650,965,25960000,38600000,3.0684843482487754
G401_BR1,14,40000,316.0,949,2,652,967,26040000,38680000,3.063175387042197
G401_BR1,14,40000,316.0,949,2,654,969,26120000,38760000,3.056194335947091
G401_BR1,14,40000,316.0,949,2,656,971,26200000,38840000,3.0498954117727823
G401_BR1,14,40000,316.0,949,2,658,973,26280000,38920000,3.053633274693542
G401_BR1,14,40000,316.0,949,2,660,975,26360000,39000000,3.052960746360088
G401_BR1,14,40000,316.0,949,2,662,977,26440000,39080000,3.0530390852189817
G401_BR1,14,40000,316.0,949,2,664,979,26520000,39160000,3.0536904701621763
G401_BR1,14,40000,316.0,949,2,666,981,26600000,39240000,3.05935186638603
G401_BR1,14,40000,316.0,949,2,668,983,26680000,39320000,3.063456224053328
G401_BR1,14,40000,316.0,949,2,670,985,26760000,39400000,3.06523722845689
G401_BR1,14,40000,316.0,949,2,672,987,26840000,39480000,3.063455470346605
G401_BR1,14,40000,316.0,949,2,674,989,26920000,39560000,3.068399631592123
G401_BR1,14,40000,316.0,949,2,676,991,27000000,39640000,3.0616573451702864
G401_BR1,14,40000,316.0,949,2,678,993,27080000,39720000,3.0619480412068034
G401_BR1,14,40000,316.0,949,2,680,995,27160000,39800000,3.062567383464645
G401_BR1,14,40000,316.0,949,2,682,997,27240000,39880000,3.0669187299635516
G401_BR1,14,40000,316.0,949,2,684,999,27320000,39960000,3.0700797395942327
G401_BR1,14,40000,316.0,949,2,686,1001,27400000,40040000,3.072736137181749
G401_BR1,14,40000,316.0,949,2,688,1003,27480000,40120000,3.071509884175574
G401_BR1,14,40000,316.0,949,2,690,1005,27560000,40200000,3.069182965230474
G401_BR1,14,40000,316.0,949,2,692,1007,27640000,40280000,3.064105929887059
G401_BR1,14,40000,316.0,949,2,694,1009,27720000,40360000,3.0583113846623404
G401_BR1,14,40000,316.0,949,2,696,1011,27800000,40440000,3.0487577141416526
G401_BR1,14,40000,316.0,949,2,698,1013,27880000,40520000,3.0394153611549317
G401_BR1,14,40000,316.0,949,2,700,1015,27960000,40600000,3.0403945079984283
G401_BR1,14,40000,316.0,949,2,702,1017,28040000,40680000,3.0355785455915125
G401_BR1,14,40000,316.0,949,2,704,1019,28120000,40760000,3.0348734484878053
G401_BR1,14,40000,316.0,949,2,706,1021,28200000,40840000,3.0319392491460806
G401_BR1,14,40000,316.0,949,2,708,1023,28280000,40920000,3.022480367958612
G401_BR1,14,40000,316.0,949,2,710,1025,28360000,41000000,3.0185012196569634
G401_BR1,14,40000,316.0,949,2,712,1027,28440000,41080000,3.013737250585284
G401_BR1,14,40000,316.0,949,2,714,1029,28520000,41160000,3.0039550156565955
G401_BR1,14,40000,316.0,949,2,716,1031,28600000,41240000,2.9894688016459887
G401_BR1,14,40000,316.0,949,2,718,1033,28680000,41320000,2.977046100438792
G401_BR1,14,40000,316.0,949,2,720,1035,28760000,41400000,2.9627513327318953
G401_BR1,14,40000,316.0,949,2,722,1037,28840000,41480000,2.956181070412148
G401_BR1,14,40000,316.0,949,2,724,1039,28920000,41560000,2.95360416427138
G401_BR1,14,40000,316.0,949,2,726,1041,29000000,41640000,2.9485705891413483
G401_BR1,14,40000,316.0,949,2,728,1043,29080000,41720000,2.946232637536046
G401_BR1,14,40000,316.0,949,2,730,1045,29160000,41800000,2.941322504617963
G401_BR1,14,40000,316.0,949,2,732,1047,29240000,41880000,2.9283787117193736
G401_BR1,14,40000,316.0,949,2,734,1049,29320000,41960000,2.9222526039111085
G401_BR1,14,40000,316.0,949,2,736,1051,29400000,42040000,2.9263882245478445
G401_BR1,14,40000,316.0,949,2,738,1053,29480000,42120000,2.9311999777599316
G401_BR1,14,40000,316.0,949,2,740,1055,29560000,42200000,2.937237385228186
G401_BR1,14,40000,316.0,949,2,742,1057,29640000,42280000,2.950356464641646
