Name	ChrNr	Resolution	WN	WS	binNrStart	binNrEND	START	END	S
G401_BR1	14	40000	949	2	256	571	10200000	22840000	3.32977189388214
G401_BR1	14	40000	949	2	258	573	10280000	22920000	3.33186240679224
G401_BR1	14	40000	949	2	260	575	10360000	23000000	3.33659389439031
G401_BR1	14	40000	949	2	262	577	10440000	23080000	3.34476425705785
G401_BR1	14	40000	949	2	264	579	10520000	23160000	3.35553845240947
G401_BR1	14	40000	949	2	266	581	10600000	23240000	3.36389480289427
G401_BR1	14	40000	949	2	268	583	10680000	23320000	3.36769002697323
G401_BR1	14	40000	949	2	270	585	10760000	23400000	3.37012019797543
G401_BR1	14	40000	949	2	272	587	10840000	23480000	3.37584575028455
G401_BR1	14	40000	949	2	274	589	10920000	23560000	3.38553677236621
G401_BR1	14	40000	949	2	276	591	11000000	23640000	3.38815308602068
G401_BR1	14	40000	949	2	278	593	11080000	23720000	3.39555195776264
G401_BR1	14	40000	949	2	280	595	11160000	23800000	3.3995795309963
G401_BR1	14	40000	949	2	282	597	11240000	23880000	3.40213570846489
G401_BR1	14	40000	949	2	284	599	11320000	23960000	3.40615393484254
G401_BR1	14	40000	949	2	286	601	11400000	24040000	3.40895822128779
G401_BR1	14	40000	949	2	288	603	11480000	24120000	3.41166277132563
G401_BR1	14	40000	949	2	290	605	11560000	24200000	3.41934755494265
G401_BR1	14	40000	949	2	292	607	11640000	24280000	3.42620403110941
G401_BR1	14	40000	949	2	294	609	11720000	24360000	3.42976147524861
G401_BR1	14	40000	949	2	296	611	11800000	24440000	3.43123450123726
G401_BR1	14	40000	949	2	298	613	11880000	24520000	3.43257456919102
G401_BR1	14	40000	949	2	300	615	11960000	24600000	3.4340709937343
G401_BR1	14	40000	949	2	302	617	12040000	24680000	3.43953189113845
G401_BR1	14	40000	949	2	304	619	12120000	24760000	3.44152547639109
G401_BR1	14	40000	949	2	306	621	12200000	24840000	3.44082695546159
G401_BR1	14	40000	949	2	308	623	12280000	24920000	3.43692377864778
G401_BR1	14	40000	949	2	310	625	12360000	25000000	3.43366855998099
G401_BR1	14	40000	949	2	312	627	12440000	25080000	3.4289007322276
G401_BR1	14	40000	949	2	314	629	12520000	25160000	3.42197255961176
G401_BR1	14	40000	949	2	316	631	12600000	25240000	3.42247837969204
G401_BR1	14	40000	949	2	318	633	12680000	25320000	3.41101502252722
G401_BR1	14	40000	949	2	320	635	12760000	25400000	3.40863467433135
G401_BR1	14	40000	949	2	322	637	12840000	25480000	3.40980576452684
G401_BR1	14	40000	949	2	324	639	12920000	25560000	3.41332027317621
G401_BR1	14	40000	949	2	326	641	13000000	25640000	3.40602230099666
G401_BR1	14	40000	949	2	328	643	13080000	25720000	3.40453881644753
G401_BR1	14	40000	949	2	330	645	13160000	25800000	3.40526182920187
G401_BR1	14	40000	949	2	332	647	13240000	25880000	3.4033651418087
G401_BR1	14	40000	949	2	334	649	13320000	25960000	3.40144288682242
G401_BR1	14	40000	949	2	336	651	13400000	26040000	3.39881763279414
G401_BR1	14	40000	949	2	338	653	13480000	26120000	3.39631181845055
G401_BR1	14	40000	949	2	340	655	13560000	26200000	3.39910437386447
G401_BR1	14	40000	949	2	342	657	13640000	26280000	3.39781969670328
G401_BR1	14	40000	949	2	344	659	13720000	26360000	3.39674993329746
G401_BR1	14	40000	949	2	346	661	13800000	26440000	3.39290038642234
G401_BR1	14	40000	949	2	348	663	13880000	26520000	3.38664882565306
G401_BR1	14	40000	949	2	350	665	13960000	26600000	3.37967231874811
G401_BR1	14	40000	949	2	352	667	14040000	26680000	3.36799375532789
G401_BR1	14	40000	949	2	354	669	14120000	26760000	3.35743188831632
G401_BR1	14	40000	949	2	356	671	14200000	26840000	3.34892338591266
G401_BR1	14	40000	949	2	358	673	14280000	26920000	3.33542224480159
G401_BR1	14	40000	949	2	360	675	14360000	27000000	3.33090636572995
G401_BR1	14	40000	949	2	362	677	14440000	27080000	3.31529008118497
G401_BR1	14	40000	949	2	364	679	14520000	27160000	3.30641852240927
G401_BR1	14	40000	949	2	366	681	14600000	27240000	3.30229911416264
G401_BR1	14	40000	949	2	368	683	14680000	27320000	3.29927006286423
G401_BR1	14	40000	949	2	370	685	14760000	27400000	3.29742301788352
G401_BR1	14	40000	949	2	372	687	14840000	27480000	3.29661269018616
G401_BR1	14	40000	949	2	374	689	14920000	27560000	3.29773753638581
G401_BR1	14	40000	949	2	376	691	15000000	27640000	3.29785844977565
G401_BR1	14	40000	949	2	378	693	15080000	27720000	3.29160316619316
G401_BR1	14	40000	949	2	380	695	15160000	27800000	3.28930610540421
G401_BR1	14	40000	949	2	382	697	15240000	27880000	3.28549591121572
G401_BR1	14	40000	949	2	384	699	15320000	27960000	3.27676053442291
G401_BR1	14	40000	949	2	386	701	15400000	28040000	3.28025474678741
G401_BR1	14	40000	949	2	388	703	15480000	28120000	3.27833762149037
G401_BR1	14	40000	949	2	390	705	15560000	28200000	3.27950165173986
G401_BR1	14	40000	949	2	392	707	15640000	28280000	3.27964966498714
G401_BR1	14	40000	949	2	394	709	15720000	28360000	3.27485010933968
G401_BR1	14	40000	949	2	396	711	15800000	28440000	3.26941165385139
G401_BR1	14	40000	949	2	398	713	15880000	28520000	3.26942050849764
G401_BR1	14	40000	949	2	400	715	15960000	28600000	3.27189316976329
G401_BR1	14	40000	949	2	402	717	16040000	28680000	3.27105617923687
G401_BR1	14	40000	949	2	404	719	16120000	28760000	3.26703476275728
G401_BR1	14	40000	949	2	406	721	16200000	28840000	3.25614513877692
G401_BR1	14	40000	949	2	408	723	16280000	28920000	3.25573355347452
G401_BR1	14	40000	949	2	410	725	16360000	29000000	3.26835867969478
G401_BR1	14	40000	949	2	412	727	16440000	29080000	3.27900287082111
G401_BR1	14	40000	949	2	414	729	16520000	29160000	3.29008162556188
G401_BR1	14	40000	949	2	416	731	16600000	29240000	3.30569442356315
G401_BR1	14	40000	949	2	418	733	16680000	29320000	3.31657800459659
G401_BR1	14	40000	949	2	420	735	16760000	29400000	3.3274941977082
G401_BR1	14	40000	949	2	422	737	16840000	29480000	3.33663219468498
G401_BR1	14	40000	949	2	424	739	16920000	29560000	3.34641432836436
G401_BR1	14	40000	949	2	426	741	17000000	29640000	3.35651805367496
G401_BR1	14	40000	949	2	428	743	17080000	29720000	3.36541512463482
G401_BR1	14	40000	949	2	430	745	17160000	29800000	3.37083401731747
G401_BR1	14	40000	949	2	432	747	17240000	29880000	3.37938955125891
G401_BR1	14	40000	949	2	434	749	17320000	29960000	3.38627291982724
G401_BR1	14	40000	949	2	436	751	17400000	30040000	3.39384631505967
G401_BR1	14	40000	949	2	438	753	17480000	30120000	3.39767054068047
G401_BR1	14	40000	949	2	440	755	17560000	30200000	3.39699021017157
G401_BR1	14	40000	949	2	442	757	17640000	30280000	3.39874836500151
G401_BR1	14	40000	949	2	444	759	17720000	30360000	3.3959655073376
G401_BR1	14	40000	949	2	446	761	17800000	30440000	3.39954640576877
G401_BR1	14	40000	949	2	448	763	17880000	30520000	3.40389700658359
G401_BR1	14	40000	949	2	450	765	17960000	30600000	3.40129433005972
G401_BR1	14	40000	949	2	452	767	18040000	30680000	3.39861299234848
G401_BR1	14	40000	949	2	454	769	18120000	30760000	3.39571128923146
G401_BR1	14	40000	949	2	456	771	18200000	30840000	3.39121049194171
G401_BR1	14	40000	949	2	458	773	18280000	30920000	3.38845732452636
G401_BR1	14	40000	949	2	460	775	18360000	31000000	3.38472763207658
G401_BR1	14	40000	949	2	462	777	18440000	31080000	3.38666232094467
G401_BR1	14	40000	949	2	464	779	18520000	31160000	3.38500236558311
G401_BR1	14	40000	949	2	466	781	18600000	31240000	3.38958211919775
G401_BR1	14	40000	949	2	468	783	18680000	31320000	3.39496683139417
G401_BR1	14	40000	949	2	470	785	18760000	31400000	3.40230474229409
G401_BR1	14	40000	949	2	472	787	18840000	31480000	3.40737418613776
G401_BR1	14	40000	949	2	474	789	18920000	31560000	3.41504034797752
G401_BR1	14	40000	949	2	476	791	19000000	31640000	3.42099422912835
G401_BR1	14	40000	949	2	478	793	19080000	31720000	3.4317516067069
G401_BR1	14	40000	949	2	480	795	19160000	31800000	3.44029467793079
G401_BR1	14	40000	949	2	482	797	19240000	31880000	3.4481977862614
G401_BR1	14	40000	949	2	484	799	19320000	31960000	3.45324504077717
G401_BR1	14	40000	949	2	486	801	19400000	32040000	3.45553408976127
G401_BR1	14	40000	949	2	488	803	19480000	32120000	3.46077215488166
G401_BR1	14	40000	949	2	490	805	19560000	32200000	3.46186051797797
G401_BR1	14	40000	949	2	492	807	19640000	32280000	3.46277179200368
G401_BR1	14	40000	949	2	494	809	19720000	32360000	3.45927997005924
G401_BR1	14	40000	949	2	496	811	19800000	32440000	3.45642937641258
G401_BR1	14	40000	949	2	498	813	19880000	32520000	3.45736865002103
G401_BR1	14	40000	949	2	500	815	19960000	32600000	3.4612035663492
G401_BR1	14	40000	949	2	502	817	20040000	32680000	3.4676588896849
G401_BR1	14	40000	949	2	504	819	20120000	32760000	3.47230395467658
G401_BR1	14	40000	949	2	506	821	20200000	32840000	3.47449431912377
G401_BR1	14	40000	949	2	508	823	20280000	32920000	3.47599565636784
G401_BR1	14	40000	949	2	510	825	20360000	33000000	3.47521299449635
G401_BR1	14	40000	949	2	512	827	20440000	33080000	3.47592150160328
G401_BR1	14	40000	949	2	514	829	20520000	33160000	3.474080392254
G401_BR1	14	40000	949	2	516	831	20600000	33240000	3.47433632247964
G401_BR1	14	40000	949	2	518	833	20680000	33320000	3.48036379919442
G401_BR1	14	40000	949	2	520	835	20760000	33400000	3.48870083437197
G401_BR1	14	40000	949	2	522	837	20840000	33480000	3.49351576515163
G401_BR1	14	40000	949	2	524	839	20920000	33560000	3.50062562763295
G401_BR1	14	40000	949	2	526	841	21000000	33640000	3.51050840772412
G401_BR1	14	40000	949	2	528	843	21080000	33720000	3.52038823420259
G401_BR1	14	40000	949	2	530	845	21160000	33800000	3.52836386432308
G401_BR1	14	40000	949	2	532	847	21240000	33880000	3.53375034073201
G401_BR1	14	40000	949	2	534	849	21320000	33960000	3.54192804351193
G401_BR1	14	40000	949	2	536	851	21400000	34040000	3.5425640820309
G401_BR1	14	40000	949	2	538	853	21480000	34120000	3.5365499305748
G401_BR1	14	40000	949	2	540	855	21560000	34200000	3.52924612407592
G401_BR1	14	40000	949	2	542	857	21640000	34280000	3.5213200928382
G401_BR1	14	40000	949	2	544	859	21720000	34360000	3.51563182308187
G401_BR1	14	40000	949	2	546	861	21800000	34440000	3.51057302139613
G401_BR1	14	40000	949	2	548	863	21880000	34520000	3.50392379566762
G401_BR1	14	40000	949	2	550	865	21960000	34600000	3.49630148178083
G401_BR1	14	40000	949	2	552	867	22040000	34680000	3.48830244087665
G401_BR1	14	40000	949	2	554	869	22120000	34760000	3.47946610405107
G401_BR1	14	40000	949	2	556	871	22200000	34840000	3.47144406488964
G401_BR1	14	40000	949	2	558	873	22280000	34920000	3.46917740849303
G401_BR1	14	40000	949	2	560	875	22360000	35000000	3.46279527522011
G401_BR1	14	40000	949	2	562	877	22440000	35080000	3.45834195162703
G401_BR1	14	40000	949	2	564	879	22520000	35160000	3.45511496163845
G401_BR1	14	40000	949	2	566	881	22600000	35240000	3.44773372507025
G401_BR1	14	40000	949	2	568	883	22680000	35320000	3.43677701160857
G401_BR1	14	40000	949	2	570	885	22760000	35400000	3.43651144195833
G401_BR1	14	40000	949	2	572	887	22840000	35480000	3.43164764124473
G401_BR1	14	40000	949	2	574	889	22920000	35560000	3.42452874293919
G401_BR1	14	40000	949	2	576	891	23000000	35640000	3.41413430936766
G401_BR1	14	40000	949	2	578	893	23080000	35720000	3.40325566307315
G401_BR1	14	40000	949	2	580	895	23160000	35800000	3.39048698105732
G401_BR1	14	40000	949	2	582	897	23240000	35880000	3.37512653158007
G401_BR1	14	40000	949	2	584	899	23320000	35960000	3.36015042289103
G401_BR1	14	40000	949	2	586	901	23400000	36040000	3.34660681125901
G401_BR1	14	40000	949	2	588	903	23480000	36120000	3.33780487433073
G401_BR1	14	40000	949	2	590	905	23560000	36200000	3.33169565657768
G401_BR1	14	40000	949	2	592	907	23640000	36280000	3.32401288535735
G401_BR1	14	40000	949	2	594	909	23720000	36360000	3.32453823554796
G401_BR1	14	40000	949	2	596	911	23800000	36440000	3.32236792791951
G401_BR1	14	40000	949	2	598	913	23880000	36520000	3.3173156849784
G401_BR1	14	40000	949	2	600	915	23960000	36600000	3.31217509811687
G401_BR1	14	40000	949	2	602	917	24040000	36680000	3.30884432486964
G401_BR1	14	40000	949	2	604	919	24120000	36760000	3.30107703936145
G401_BR1	14	40000	949	2	606	921	24200000	36840000	3.29311854649219
G401_BR1	14	40000	949	2	608	923	24280000	36920000	3.28973408428786
G401_BR1	14	40000	949	2	610	925	24360000	37000000	3.28065859810371
G401_BR1	14	40000	949	2	612	927	24440000	37080000	3.27329167992271
G401_BR1	14	40000	949	2	614	929	24520000	37160000	3.2588796736386
G401_BR1	14	40000	949	2	616	931	24600000	37240000	3.24861637538344
G401_BR1	14	40000	949	2	618	933	24680000	37320000	3.23776315076943
G401_BR1	14	40000	949	2	620	935	24760000	37400000	3.22235804384798
G401_BR1	14	40000	949	2	622	937	24840000	37480000	3.21657942664301
G401_BR1	14	40000	949	2	624	939	24920000	37560000	3.20961793632244
G401_BR1	14	40000	949	2	626	941	25000000	37640000	3.19951618354366
G401_BR1	14	40000	949	2	628	943	25080000	37720000	3.1925198643579
G401_BR1	14	40000	949	2	630	945	25160000	37800000	3.18112165750044
G401_BR1	14	40000	949	2	632	947	25240000	37880000	3.164803376903
G401_BR1	14	40000	949	2	634	949	25320000	37960000	3.15332924217023
G401_BR1	14	40000	949	2	636	951	25400000	38040000	3.14174055073081
G401_BR1	14	40000	949	2	638	953	25480000	38120000	3.1339901988285
G401_BR1	14	40000	949	2	640	955	25560000	38200000	3.11973546233468
G401_BR1	14	40000	949	2	642	957	25640000	38280000	3.11064633790686
G401_BR1	14	40000	949	2	644	959	25720000	38360000	3.09709112880753
G401_BR1	14	40000	949	2	646	961	25800000	38440000	3.08251865772262
G401_BR1	14	40000	949	2	648	963	25880000	38520000	3.07200936094093
G401_BR1	14	40000	949	2	650	965	25960000	38600000	3.06848434824878
G401_BR1	14	40000	949	2	652	967	26040000	38680000	3.0631753870422
G401_BR1	14	40000	949	2	654	969	26120000	38760000	3.05619433594709
G401_BR1	14	40000	949	2	656	971	26200000	38840000	3.04989541177278
G401_BR1	14	40000	949	2	658	973	26280000	38920000	3.05363327469354
G401_BR1	14	40000	949	2	660	975	26360000	39000000	3.05296074636009
G401_BR1	14	40000	949	2	662	977	26440000	39080000	3.05303908521898
G401_BR1	14	40000	949	2	664	979	26520000	39160000	3.05369047016218
G401_BR1	14	40000	949	2	666	981	26600000	39240000	3.05935186638603
G401_BR1	14	40000	949	2	668	983	26680000	39320000	3.06345622405333
G401_BR1	14	40000	949	2	670	985	26760000	39400000	3.06523722845689
G401_BR1	14	40000	949	2	672	987	26840000	39480000	3.06345547034661
G401_BR1	14	40000	949	2	674	989	26920000	39560000	3.06839963159213
G401_BR1	14	40000	949	2	676	991	27000000	39640000	3.06165734517029
G401_BR1	14	40000	949	2	678	993	27080000	39720000	3.0619480412068
G401_BR1	14	40000	949	2	680	995	27160000	39800000	3.06256738346464
G401_BR1	14	40000	949	2	682	997	27240000	39880000	3.06691872996355
G401_BR1	14	40000	949	2	684	999	27320000	39960000	3.07007973959423
G401_BR1	14	40000	949	2	686	1001	27400000	40040000	3.07273613718175
G401_BR1	14	40000	949	2	688	1003	27480000	40120000	3.07150988417557
G401_BR1	14	40000	949	2	690	1005	27560000	40200000	3.06918296523047
G401_BR1	14	40000	949	2	692	1007	27640000	40280000	3.06410592988706
G401_BR1	14	40000	949	2	694	1009	27720000	40360000	3.05831138466234
G401_BR1	14	40000	949	2	696	1011	27800000	40440000	3.04875771414165
G401_BR1	14	40000	949	2	698	1013	27880000	40520000	3.03941536115493
G401_BR1	14	40000	949	2	700	1015	27960000	40600000	3.04039450799843
G401_BR1	14	40000	949	2	702	1017	28040000	40680000	3.03557854559151
G401_BR1	14	40000	949	2	704	1019	28120000	40760000	3.03487344848781
G401_BR1	14	40000	949	2	706	1021	28200000	40840000	3.03193924914608
G401_BR1	14	40000	949	2	708	1023	28280000	40920000	3.02248036795861
G401_BR1	14	40000	949	2	710	1025	28360000	41000000	3.01850121965696
G401_BR1	14	40000	949	2	712	1027	28440000	41080000	3.01373725058528
G401_BR1	14	40000	949	2	714	1029	28520000	41160000	3.00395501565659
G401_BR1	14	40000	949	2	716	1031	28600000	41240000	2.98946880164599
G401_BR1	14	40000	949	2	718	1033	28680000	41320000	2.97704610043879
G401_BR1	14	40000	949	2	720	1035	28760000	41400000	2.96275133273189
G401_BR1	14	40000	949	2	722	1037	28840000	41480000	2.95618107041215
G401_BR1	14	40000	949	2	724	1039	28920000	41560000	2.95360416427138
G401_BR1	14	40000	949	2	726	1041	29000000	41640000	2.94857058914135
G401_BR1	14	40000	949	2	728	1043	29080000	41720000	2.94623263753605
G401_BR1	14	40000	949	2	730	1045	29160000	41800000	2.94132250461796
G401_BR1	14	40000	949	2	732	1047	29240000	41880000	2.92837871171937
G401_BR1	14	40000	949	2	734	1049	29320000	41960000	2.92225260391111
G401_BR1	14	40000	949	2	736	1051	29400000	42040000	2.92638822454785
G401_BR1	14	40000	949	2	738	1053	29480000	42120000	2.93119997775993
G401_BR1	14	40000	949	2	740	1055	29560000	42200000	2.93723738522819
G401_BR1	14	40000	949	2	742	1057	29640000	42280000	2.95035646464164
G401_BR1	14	40000	949	2	744	1059	29720000	42360000	2.95965179465874
G401_BR1	14	40000	949	2	746	1061	29800000	42440000	2.97088285849613
G401_BR1	14	40000	949	2	748	1063	29880000	42520000	2.97707965367445
G401_BR1	14	40000	949	2	750	1065	29960000	42600000	2.98748114167127
G401_BR1	14	40000	949	2	752	1067	30040000	42680000	2.99486796294083
G401_BR1	14	40000	949	2	754	1069	30120000	42760000	3.00212696022848
G401_BR1	14	40000	949	2	756	1071	30200000	42840000	3.00940368675605
G401_BR1	14	40000	949	2	758	1073	30280000	42920000	3.02080019790021
G401_BR1	14	40000	949	2	760	1075	30360000	43000000	3.0314121793485
G401_BR1	14	40000	949	2	762	1077	30440000	43080000	3.03391346332471
G401_BR1	14	40000	949	2	764	1079	30520000	43160000	3.0353230264869
G401_BR1	14	40000	949	2	766	1081	30600000	43240000	3.04501876980023
G401_BR1	14	40000	949	2	768	1083	30680000	43320000	3.05495355392344
G401_BR1	14	40000	949	2	770	1085	30760000	43400000	3.06332226441279
G401_BR1	14	40000	949	2	772	1087	30840000	43480000	3.07092473240418
G401_BR1	14	40000	949	2	774	1089	30920000	43560000	3.0748389222565
G401_BR1	14	40000	949	2	776	1091	31000000	43640000	3.08202258413484
G401_BR1	14	40000	949	2	778	1093	31080000	43720000	3.08981053807355
G401_BR1	14	40000	949	2	780	1095	31160000	43800000	3.09297203828837
G401_BR1	14	40000	949	2	782	1097	31240000	43880000	3.09705957500862
G401_BR1	14	40000	949	2	784	1099	31320000	43960000	3.10251240606685
G401_BR1	14	40000	949	2	786	1101	31400000	44040000	3.10411254887457
G401_BR1	14	40000	949	2	788	1103	31480000	44120000	3.11502429347619
G401_BR1	14	40000	949	2	790	1105	31560000	44200000	3.12338069236102
G401_BR1	14	40000	949	2	792	1107	31640000	44280000	3.132487874664
G401_BR1	14	40000	949	2	794	1109	31720000	44360000	3.13753700195307
G401_BR1	14	40000	949	2	796	1111	31800000	44440000	3.14451127680111
G401_BR1	14	40000	949	2	798	1113	31880000	44520000	3.14695432929726
G401_BR1	14	40000	949	2	800	1115	31960000	44600000	3.15252093933743
G401_BR1	14	40000	949	2	802	1117	32040000	44680000	3.1574077053663
G401_BR1	14	40000	949	2	804	1119	32120000	44760000	3.17087622421218
G401_BR1	14	40000	949	2	806	1121	32200000	44840000	3.18229739674894
G401_BR1	14	40000	949	2	808	1123	32280000	44920000	3.19145844672714
G401_BR1	14	40000	949	2	810	1125	32360000	45000000	3.198508713171
G401_BR1	14	40000	949	2	812	1127	32440000	45080000	3.19963233819576
G401_BR1	14	40000	949	2	814	1129	32520000	45160000	3.20066688001318
G401_BR1	14	40000	949	2	816	1131	32600000	45240000	3.19532610950679
G401_BR1	14	40000	949	2	818	1133	32680000	45320000	3.19161530433631
G401_BR1	14	40000	949	2	820	1135	32760000	45400000	3.18856233595591
G401_BR1	14	40000	949	2	822	1137	32840000	45480000	3.19217636596467
G401_BR1	14	40000	949	2	824	1139	32920000	45560000	3.19441801251446
G401_BR1	14	40000	949	2	826	1141	33000000	45640000	3.19302682927248
G401_BR1	14	40000	949	2	828	1143	33080000	45720000	3.19432579143058
